Product_Name|Product_Varietal|Product_Origin|Product_Price|Product_Attributes|User_Avg_Rating|User_Rating_Count|Product_Vintage|Critical_Avg_Rating|Critical_Rating_Count|Appellation_Level
Wine & Soul Quinta da Manoella Vinhas Velhas |Other Red Blends|Douro, Portugal|119.99|Red Wine|0.0|0|2018|93.0|4|2
Chateau Labegorce |Bordeaux Red Blends|Margaux, Bordeaux, France|49.99|Red Wine|4.2|63|2016|93.16666666666667|6|3
Chateau Ste. Michelle Dry Riesling |Riesling|Columbia Valley, Washington, United States|11.99|White Wine|4.5|17|2021|89.33333333333333|3|3
Fuligni Brunello di Montalcino Riserva |Sangiovese|Montalcino, Tuscany, Italy|251.99|Red Wine|0.0|0|2016|97.5|6|3
Schug Sonoma Valley Cabernet Sauvignon |Cabernet Sauvignon|Sonoma Valley, Sonoma County, California, United States|48.99|Red Wine|0.0|0|2019|92.66666666666667|3|4
Marques de Murrieta Castillo Ygay Gran Reserva Especial |Tempranillo|Rioja, Spain|229.99|Red Wine|4.0|8|2011|96.2|5|2
Sine Qua Non The Line Grenache |Grenache|California, United States|499.99|Red Wine|0.0|0|2008|96.0|3|2
Neyers Neyers Ranch-Conn Valley Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|75.99|Red Wine|0.0|0|2017|92.0|3|3
Chateau Branaire-Ducru |Bordeaux Red Blends|St-Julien, Bordeaux, France|89.99|Red Wine|4.2|56|2016|94.33333333333333|6|3
Renieri Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|89.99|Red Wine|4.7|6|2016|94.33333333333333|3|3
Raymond Generations Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|179.99|Red Wine|0.0|0|2019|93.66666666666667|3|3
Antinori Villa Antinori Chianti Classico Riserva |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|41.99|Red Wine|4.2|10|2019|92.25|4|4
Domaine Jean Grivot Vosne-Romanee |Pinot Noir|Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France|149.99|Red Wine|0.0|0|2020|93.0|3|5
San Giorgio Ugolforte Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|54.99|Red Wine|4.4|8|2016|93.8|5|3
Chateau Chasse Spleen |Bordeaux Red Blends|Moulis, Bordeaux, France|55.99|Red Wine|4.4|32|2016|92.25|4|3
Chateau Canon La Gaffeliere |Bordeaux Red Blends|St. Emilion, Bordeaux, France|89.99|Red Wine|4.6|9|2019|95.8|5|3
William Fevre Chablis Vaulorent Premier Cru |Chardonnay|Chablis, Burgundy, France|99.99|White Wine|0.0|0|2018|93.14285714285714|7|3
Chateau Lalande |Bordeaux Red Blends|St-Julien, Bordeaux, France|65.99|Red Wine|4.8|21|2020|92.33333333333333|3|3
M. Chapoutier Saint-Joseph Le Clos Rouge |Syrah/Shiraz|Saint-Joseph, Rhone, France|269.99|Red Wine|5.0|20|2015|97.0|3|3
Vietti Barolo Castiglione |Nebbiolo|Barolo, Piedmont, Italy|75.99|Red Wine|4.7|9|2018|93.0|3|3
Bergstrom Sigrid Chardonnay |Chardonnay|Willamette Valley, Oregon, United States|139.99|White Wine|0.0|0|2018|93.75|4|3
Henschke Mount Edelstone Shiraz |Syrah/Shiraz|Eden Valley, Barossa, South Australia, Australia|229.99|Red Wine|0.0|0|2016|96.0|4|4
K Vintners The Hidden Syrah |Syrah/Shiraz|Wahluke Slope, Columbia Valley, Washington, United States|73.99|Red Wine|4.2|16|2018|94.75|4|4
Antigal Uno Malbec |Malbec|Mendoza, Argentina|16.99|Red Wine|4.2|47|2018|90.5|4|2
Chateau Suduiraut Sauternes (ML half-bottle) |Other Dessert|Sauternes, Bordeaux, France|42.99|Collectible|4.8|20|2011|94.5|4|3
Whitehall Lane Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|50.99|Red Wine|4.3|17|2019|91.75|4|3
Faust The Pact |Cabernet Sauvignon|Coombsville, Napa Valley, California, United States|149.99|Red Wine|4.7|6|2019|94.0|3|4
Arnaud Mortet Charmes-Chambertin Grand Cru |Pinot Noir|Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France|729.99|Red Wine|0.0|0|2018|95.33333333333333|3|5
Penfolds Bin  Shiraz |Syrah/Shiraz|South Australia, Australia|39.99|Red Wine|4.1|23|2020|93.75|4|2
Chateau Cantenac Brown |Bordeaux Red Blends|Margaux, Bordeaux, France|59.99|Red Wine|4.5|15|2018|93.5|6|3
Clos Saint-Jean Chateauneuf Du Pape Vieilles Vignes |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|59.99|Red Wine|4.2|10|2019|95.0|3|3
Cabreo Il Borgo |Tuscan Blends|Tuscany, Italy|64.99|Red Wine|4.4|9|2018|92.0|3|2
R. Lopez de Heredia Rioja Vina Tondonia Reserva |Tempranillo|Rioja, Spain|84.99|Red Wine|4.2|70|2005|93.25|4|2
Chateau Rahoul Blanc |Bordeaux White Blends|Graves, Bordeaux, France|35.99|White Wine|0.0|0|2018|90.33333333333333|3|3
Cannonball Cabernet Sauvignon |Cabernet Sauvignon|California, United States|14.99|Red Wine|4.0|39|2019|90.0|3|2
Christian Moreau Chablis Les Clos Grand Cru |Chardonnay|Chablis, Burgundy, France|199.99|White Wine|0.0|0|2020|93.66666666666667|3|3
Dominus Napanook Vineyard |Bordeaux Red Blends|Yountville, Napa Valley, California, United States|125.99|Red Wine|4.4|28|2013|94.0|4|4
Chateau Fleur Cardinale |Bordeaux Red Blends|St. Emilion, Bordeaux, France|60.99|Red Wine|4.5|34|2016|93.0|6|3
Clos Apalta Le Petit Clos Apalta |Bordeaux Red Blends|Colchagua Valley, Rapel Valley, Chile|49.99|Red Wine|0.0|0|2019|94.75|4|3
Uccelliera Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|83.99|Red Wine|4.3|6|2017|93.0|3|3
Bibi Graetz Colore th Anniversary Label |Tuscan Blends|Tuscany, Italy|249.99|Red Wine|5.0|23|2019|97.66666666666667|3|2
Silverado Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|60.99|Red Wine|4.3|41|2018|91.4|5|3
Domaine de la Janasse Chateauneuf-du-Pape |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|65.99|Red Wine|4.3|11|2019|93.0|5|3
Castiglion del Bosco Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|59.99|Red Wine|4.3|9|2017|91.75|4|3
Palazzo Brunello di Montalcino Cosimo |Sangiovese|Montalcino, Tuscany, Italy|118.99|Red Wine|0.0|0|2016|95.0|3|3
Chateau Leoville Las Cases |Bordeaux Red Blends|St-Julien, Bordeaux, France|249.99|Red Wine|4.3|7|2019|97.85714285714286|7|3
Cockburn's Vintage Port |Port|Douro, Portugal|110.99|Collectible|4.3|15|2016|95.8|5|2
Groth Cabernet Sauvignon |Cabernet Sauvignon|Oakville, Napa Valley, California, United States|70.99|Red Wine|4.3|16|2018|91.75|4|4
Chateau Bellegrave |Bordeaux Red Blends|Pauillac, Bordeaux, France|75.99|Red Wine|4.8|23|2020|92.6|5|3
Clos Apalta |Bordeaux Red Blends|Colchagua Valley, Rapel Valley, Chile|124.99|Red Wine|4.5|15|2018|95.8|5|3
Beaulieu Vineyard Reserve Tapestry |Bordeaux Red Blends|Napa Valley, California, United States|63.99|Red Wine|4.3|13|2018|91.83333333333333|6|3
Chateau Marquis d'Alesme Becker |Bordeaux Red Blends|Margaux, Bordeaux, France|59.99|Red Wine|4.2|5|2017|92.4|5|3
Crossbarn Napa Valley Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|55.99|Red Wine|4.1|6|2019|92.2|5|3
Domaine de la Janasse Chateauneuf-du-Pape Vieilles Vignes |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|119.99|Red Wine|3.8|9|2019|96.16666666666667|6|3
Banfi Brunello di Montalcino Poggio Alle Mura |Sangiovese|Montalcino, Tuscany, Italy|109.99|Red Wine|0.0|0|2017|93.33333333333333|3|3
Chateau Larose-Trintaudon |Bordeaux Red Blends|Haut Medoc, Bordeaux, France|26.99|Red Wine|4.8|36|2018|90.66666666666667|3|3
Domaine de Beaurenard Chateauneuf-du-Pape Boisrenard Rouge (. Liter Magnum) |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|219.99|Red Wine|0.0|0|2020|96.33333333333333|3|3
Ferrari-Carano Chardonnay |Chardonnay|Sonoma County, California, United States|25.99|White Wine|4.1|11|2021|91.0|3|3
Domaine Drouhin Oregon Laurene Pinot Noir |Pinot Noir|Dundee Hills, Willamette Valley, Oregon, United States|79.99|Red Wine|4.4|8|2019|94.5|4|4
Bouchard Pere & Fils Nuits-Saint-Georges Les Cailles Premier Cru |Pinot Noir|Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France|159.99|Red Wine|0.0|0|2019|93.6|5|5
Bouchard Pere & Fils Nuits-Saint-Georges Les Cailles Premier Cru |Pinot Noir|Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France|149.99|Red Wine|0.0|0|2017|92.16666666666667|6|5
Stags' Leap Winery Petite Sirah |Petite Sirah|Napa Valley, California, United States|46.99|Red Wine|4.7|11|2019|91.66666666666667|3|3
Dow's Vintage Port (ML half-bottle) |Port|Douro, Portugal|59.99|Collectible|4.5|6|2017|96.5|6|2
William Fevre Chablis Fourchaume Premier Cru |Chardonnay|Chablis, Burgundy, France|99.99|White Wine|0.0|0|2020|92.33333333333333|3|3
Marques de Caceres Rioja Reserva |Tempranillo|Rioja, Spain|30.99|Red Wine|3.2|5|2017|91.33333333333333|3|2
Freemark Abbey Napa Valley Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|65.99|Red Wine|4.2|58|2018|91.5|4|3
Chateau Bellevue |Bordeaux Red Blends|St. Emilion, Bordeaux, France|71.99|Red Wine|4.9|20|2018|93.75|4|3
Chateau Giscours (. Liter Futures Pre-Sale) |Bordeaux Red Blends|Margaux, Bordeaux, France|123.99|Red Wine|0.0|0|2020|95.0|5|3
Le Ragnaie Ragnaie Vigna Vecchia Brunello di Montalcino ( Liter Bottle) |Sangiovese|Montalcino, Tuscany, Italy|669.99|Red Wine|0.0|0|2017|93.33333333333333|3|3
Purple Hands Latchkey Vineyard Pinot Noir |Pinot Noir|Dundee Hills, Willamette Valley, Oregon, United States|65.99|Red Wine|4.9|13|2021|93.0|3|4
Bodegas Muga Torre Muga |Tempranillo|Rioja, Spain|150.99|Red Wine|0.0|0|2019|95.75|4|2
Sena |Bordeaux Red Blends|Aconcagua Valley, Chile|150.99|Red Wine|4.3|22|2019|96.4|5|2
Purple Hands Freedom Hill Vineyard Pinot Noir |Pinot Noir|Eola-Amity Hills, Willamette Valley, Oregon, United States|65.99|Red Wine|5.0|20|2021|93.33333333333333|3|4
Paul Hobbs Russian River Pinot Noir |Pinot Noir|Russian River, Sonoma County, California, United States|68.99|Red Wine|4.5|16|2019|92.6|5|4
Beaulieu Vineyard Napa Valley Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|38.99|Red Wine|4.2|22|2019|91.6|5|3
Far Niente Napa Valley Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|150.99|Red Wine|4.6|40|2019|93.5|6|3
Chateau La Vieille Cure |Bordeaux Red Blends|Fronsac, Bordeaux, France|38.99|Red Wine|4.1|21|2017|91.16666666666667|6|3
Henschke Mount Edelstone Shiraz |Syrah/Shiraz|Eden Valley, Barossa, South Australia, Australia|239.99|Red Wine|0.0|0|2017|95.83333333333333|6|4
Altesino Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|64.99|Red Wine|4.4|42|2017|92.75|4|3
San Felice Chianti Classico |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|19.99|Red Wine|0.0|0|2020|91.25|4|4
Champagne Palmer Vintage |Vintage Sparkling Wine|Champagne, France|134.99|Sparkling & Champagne|0.0|0|2012|94.66666666666667|3|2
Chateau Bourgneuf (Futures Pre-Sale) |Bordeaux Red Blends|Pomerol, Bordeaux, France|79.99|Red Wine|0.0|0|2020|94.4|5|3
Coup de Foudre . Cuvee Red |Bordeaux Red Blends|Napa Valley, California, United States|99.99|Red Wine|0.0|0|2018|92.66666666666667|3|3
Castello di Monsanto Chianti Classico Riserva |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|31.99|Red Wine|3.6|7|2019|92.5|4|4
Frescobaldi CastelGiocondo Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|78.99|Red Wine|4.6|6|2017|92.6|5|3
Poggio Antico Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|89.99|Red Wine|4.9|27|2017|93.0|3|3
Domaine Ferret Pouilly-Fuisse |Chardonnay|Pouilly-Fuisse, Maconnais, Burgundy, France|57.99|White Wine|0.0|0|2020|91.33333333333333|3|4
Fattoria Le Pupille Poggio Valente |Sangiovese|Tuscany, Italy|49.99|Red Wine|0.0|0|2019|93.25|4|2
Bodegas Muga Seleccion Especial |Tempranillo|Rioja, Spain|55.99|Red Wine|0.0|0|2018|94.25|4|2
Don Melchor Cabernet Sauvignon |Cabernet Sauvignon|Maipo Valley, Chile|150.99|Red Wine|4.2|29|2019|95.66666666666667|6|2
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|325.99|Red Wine|4.7|11|2019|97.6|5|3
Chateau Poujeaux |Bordeaux Red Blends|Moulis, Bordeaux, France|32.99|Red Wine|0.0|0|2019|92.4|5|3
Guigal Saint-Joseph Vignes de l'Hospice Rouge |Syrah/Shiraz|Saint-Joseph, Rhone, France|125.99|Red Wine|0.0|0|2017|94.33333333333333|3|3
Continuum |Bordeaux Red Blends|Napa Valley, California, United States|294.99|Red Wine|4.6|22|2019|97.4|5|3
Il Poggione Brunello di Montalcino Riserva Vigna Paganelli |Sangiovese|Montalcino, Tuscany, Italy|139.99|Red Wine|0.0|0|2016|96.0|7|3
Veuve Clicquot La Grande Dame Yayoi Kusama Limited Edition in Gift Box |Vintage Sparkling Wine|Champagne, France|239.99|Sparkling & Champagne|4.7|49|2012|95.25|4|2
Schug Carneros Chardonnay |Chardonnay|Carneros, California, United States|35.99|White Wine|4.4|10|2019|91.0|3|3
Shafer TD- |Bordeaux Red Blends|Napa Valley, California, United States|64.99|Red Wine|4.4|22|2019|92.0|4|3
Pio Cesare Barolo Ornato |Nebbiolo|Barolo, Piedmont, Italy|169.99|Red Wine|0.0|0|2018|94.75|4|3
Croft Vintage Port |Port|Douro, Portugal|120.99|Collectible|4.7|51|2016|94.83333333333333|6|2
Le Ragnaie Ragnaie Vigna Vecchia Brunello di Montalcino (. Liter Magnum) |Sangiovese|Montalcino, Tuscany, Italy|329.99|Red Wine|0.0|0|2017|93.33333333333333|3|3
Grgich Hills Estate Chardonnay |Chardonnay|Napa Valley, California, United States|48.99|White Wine|4.5|40|2019|92.0|3|3
Galerie Pleinair Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|66.99|Red Wine|4.8|5|2018|93.66666666666667|3|3
Chateau Canon |Bordeaux Red Blends|St. Emilion, Bordeaux, France|299.99|Red Wine|4.6|21|2015|97.33333333333333|6|3
Rotem & Mounir Saouma Chateauneuf-du-Pape Arioso |Grenache|Chateauneuf-du-Pape, Rhone, France|235.99|Red Wine|0.0|0|2017|96.0|3|3
Dominus Estate |Bordeaux Red Blends|Yountville, Napa Valley, California, United States|349.99|Red Wine|4.6|16|2019|96.8|5|4
Chateau Les Grands Chenes |Bordeaux Red Blends|Medoc, Bordeaux, France|21.99|Red Wine|3.8|257|2014|92.33333333333333|3|3
Chateau Doisy Vedrines Sauternes (ML half-bottle) |Other Dessert|Sauternes, Bordeaux, France|24.99||4.3|6|2017|94.0|5|3
Bibi Graetz Testamatta th Anniversary Label |Sangiovese|Tuscany, Italy|99.99|Red Wine|4.7|36|2019|95.66666666666667|3|2
DAOU Vineyards Soul of a Lion |Bordeaux Red Blends|Adelaida District, Paso Robles, Central Coast, California, United States|169.99|Red Wine|4.8|10|2019|96.33333333333333|3|5
Chateau Canon La Gaffeliere |Bordeaux Red Blends|St. Emilion, Bordeaux, France|109.99|Red Wine|4.5|47|2016|94.5|8|3
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|299.99|Red Wine|4.5|13|2018|97.42857142857143|7|3
Shafer Hillside Select Cabernet Sauvignon |Cabernet Sauvignon|Stags Leap District, Napa Valley, California, United States|369.99|Red Wine|4.8|11|2018|97.8|5|4
William Fevre Chablis Valmur Domaine Grand Cru |Chardonnay|Chablis, Burgundy, France|219.99|White Wine|0.0|0|2020|95.0|4|3
Fonseca Vintage Port |Port|Douro, Portugal|120.99|Collectible|4.8|38|2016|97.16666666666667|6|2
Croft Vintage Port |Port|Douro, Portugal|100.99|Collectible|4.9|39|2017|95.5|6|2
Chateau D'Arsac (Futures Pre-Sale) |Bordeaux Red Blends|Margaux, Bordeaux, France|21.99|Red Wine|0.0|0|2020|91.66666666666667|3|3
Chateau Lilian Ladouys (Futures Pre-Sale) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|21.99|Red Wine|0.0|0|2020|93.4|5|3
Chateau d'Issan Blason d'Issan |Bordeaux Red Blends|Margaux, Bordeaux, France|29.99|Red Wine|3.7|5|2019|91.66666666666667|3|3
Chateau La Dominique (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|55.99|Red Wine|0.0|0|2020|94.42857142857143|7|3
Chateau de Chantegrive Blanc |Bordeaux White Blends|Graves, Bordeaux, France|24.99|White Wine|4.5|43|2019|90.66666666666667|3|3
Chateau Barde Haut (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|34.99|Red Wine|0.0|0|2020|95.0|4|3
Pahlmeyer Jayson Red |Bordeaux Red Blends|Napa Valley, California, United States|63.99|Red Wine|4.4|19|2018|93.33333333333333|3|3
Ornellaia Le Volte dell'Ornellaia |Tuscan Blends|Tuscany, Italy|35.99|Red Wine|4.0|42|2020|91.2|5|2
Ridge Lytton Springs Red Blend |Other Red Blends|Dry Creek Valley, Sonoma County, California, United States|50.99|Red Wine|4.1|6|2020|95.0|3|4
Domaine de la Janasse Chateauneuf-du-Pape Cuvee Chaupin |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|95.99|Red Wine|0.0|0|2020|96.5|4|3
Chateau L'Evangile |Bordeaux Red Blends|Pomerol, Bordeaux, France|299.99|Red Wine|4.4|5|2015|96.66666666666667|6|3
Chateau Doisy Vedrines Sauternes (ML half-bottle) |Other Dessert|Sauternes, Bordeaux, France|24.99||4.2|23|2016|93.2|5|3
Domaine Julien Nuits-Saint-Georges Les Bousselots Premier Cru |Pinot Noir|Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France|169.99|Red Wine|0.0|0|2019|93.0|3|5
Chateau Pape Clement (Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|97.99|Red Wine|0.0|0|2020|96.5|6|3
Frog's Leap Estate Grown Cabernet Sauvignon |Cabernet Sauvignon|Rutherford, Napa Valley, California, United States|79.99|Red Wine|4.3|5|2019|91.66666666666667|3|4
Cambria Katherine's Vineyard Chardonnay |Chardonnay|Santa Maria Valley, Central Coast, California, United States|22.99|White Wine|3.6|86|2020|91.0|4|4
Bruna Grimaldi Camilla Barolo |Nebbiolo|Barolo, Piedmont, Italy|60.99|Red Wine|4.2|13|2018|91.66666666666667|3|3
Domaine Saint Prefert Isabel Ferrando Chateauneuf-du-Pape Colombis (. Liter Magnum) |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|289.99|Red Wine|0.0|0|2019|96.66666666666667|3|3
Piper-Heidsieck Brut Vintage Rare with Gift Box |Vintage Sparkling Wine|Champagne, France|249.99|Sparkling & Champagne|4.5|17|2008|95.25|4|2
Chateau Pontet-Canet (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|99.99|Red Wine|0.0|0|2021|95.5|6|3
Grgich Hills Estate Zinfandel |Zinfandel|Napa Valley, California, United States|39.99|Red Wine|4.1|12|2017|91.66666666666667|3|3
Cune Imperial Gran Reserva Rioja |Tempranillo|Rioja, Spain|99.99|Red Wine|0.0|0|2016|95.5|4|2
Chateau Fontenil (Futures Pre-Sale) |Bordeaux Red Blends|Fronsac, Bordeaux, France|23.99|Red Wine|0.0|0|2020|92.66666666666667|3|3
Chateau Leoville Poyferre |Bordeaux Red Blends|St-Julien, Bordeaux, France|288.99|Red Wine|4.1|25|2009|97.0|6|3
Fonseca Vintage Port (ML half-bottle) |Port|Douro, Portugal|59.99|Collectible|4.3|16|2017|96.16666666666667|6|2
Domaine Jean Grivot Nuits-Saint-Georges Les Charmois |Pinot Noir|Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France|130.99|Red Wine|0.0|0|2019|92.0|3|5
Clos de los Siete Red Blend |Other Red Blends|Uco Valley, Mendoza, Argentina|22.99|Red Wine|3.7|38|2019|91.25|4|3
Chateau Pape Clement (. Liter Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|189.99|Red Wine|0.0|0|2020|96.5|6|3
Chateau Pape Clement (. Liter Magnum) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|189.99|Red Wine|0.0|0|2019|95.28571428571429|7|3
Chateau de France (Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|24.99|Red Wine|0.0|0|2020|92.5|6|3
Chateau Haut-Bergey |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|24.99|Red Wine|3.6|10|2019|91.5|4|3
Chateau Montrose |Bordeaux Red Blends|St. Estephe, Bordeaux, France|399.99|Red Wine|4.4|24|2010|97.16666666666667|6|3
Siro Pacenti Brunello di Montalcino Vecchie Vigne |Sangiovese|Montalcino, Tuscany, Italy|119.99|Red Wine|4.7|5|2016|95.5|4|3
Graham's Vintage Port (ML half-bottle) |Port|Douro, Portugal|59.99|Collectible|4.2|13|2016|97.4|5|2
Nicolas Feuillatte Collection Vintage Blanc de Blancs |Vintage Sparkling Wine|Champagne, France|59.99|Sparkling & Champagne|4.2|7|2012|92.33333333333333|3|2
Val di Suga Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|69.99|Red Wine|4.1|10|2015|92.2|5|3
Chateau Prieure-Lichine (Futures Pre-Sale) |Bordeaux Red Blends|Margaux, Bordeaux, France|39.99|Red Wine|0.0|0|2020|94.25|4|3
Chateau Lynch-Moussas (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|39.99|Red Wine|0.0|0|2020|93.0|5|3
Chateau Haut-Bailly II (Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|40.99|Red Wine|0.0|0|2020|93.75|4|3
Chateau Pavie |Bordeaux Red Blends|St. Emilion, Bordeaux, France|399.99|Red Wine|4.8|5|2019|97.16666666666667|6|3
Chateau Haut-Brisson (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|26.99|Red Wine|0.0|0|2020|93.0|5|3
Deutz Amour de Deutz Brut Rose |Sparkling Rosé|Champagne, France|209.99|Sparkling & Champagne|0.0|0|2013|94.25|4|2
Joseph Drouhin Vosne-Romanee Les Petits Monts Premier Cru |Pinot Noir|Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France|529.99|Red Wine|0.0|0|2019|95.0|3|5
Castello di Ama Chianti Classico Vigneto La Casuccia Gran Selezione |Tuscan Blends|Chianti Classico, Chianti, Tuscany, Italy|269.99|Red Wine|0.0|0|2018|94.75|4|4
Castello di Ama Chianti Classico Vigneto Bellavista Gran Selezione |Tuscan Blends|Chianti Classico, Chianti, Tuscany, Italy|269.99|Red Wine|0.0|0|2018|95.0|4|4
Val di Suga Vigna Spuntali Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|109.99|Red Wine|4.1|5|2016|95.66666666666667|3|3
Chateau Haut-Bages Liberal (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|41.99|Red Wine|0.0|0|2020|94.5|4|3
Chateau Fleur Cardinale (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|41.99|Red Wine|0.0|0|2020|94.75|4|3
Tour Saint Christophe |Bordeaux Red Blends|St. Emilion, Bordeaux, France|41.99|Red Wine|4.0|14|2019|94.33333333333333|3|3
Paraduxx Proprietary Red |Other Red Blends|Napa Valley, California, United States|54.99|Red Wine|4.3|46|2019|91.33333333333333|3|3
Fratelli Alessandria Barolo Gramolere |Nebbiolo|Barolo, Piedmont, Italy|95.99|Red Wine|0.0|0|2018|94.33333333333333|3|3
La Jota Howell Mountain Cabernet Sauvignon |Cabernet Sauvignon|Howell Mountain, Napa Valley, California, United States|149.99|Red Wine|4.1|8|2018|95.0|6|4
J.J. Prum Graacher Himmelreich Riesling Kabinett (. Liter Magnum) |Riesling|Mosel, Germany|139.99|White Wine|0.0|0|2020|93.0|3|2
Elvio Cogno Bricco Pernice Barolo |Nebbiolo|Piedmont, Italy|159.99|Red Wine|0.0|0|2017|94.66666666666667|3|2
Chateau Pierre er (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|20.99|Red Wine|0.0|0|2020|93.0|4|3
Chateau Ferriere (Futures Pre-Sale) |Bordeaux Red Blends|Margaux, Bordeaux, France|42.99|Red Wine|0.0|0|2020|95.0|4|3
Lisini Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|64.99|Red Wine|0.0|0|2017|93.0|5|3
Chateau Bastor-Lamontagne Sauternes (ML half-bottle) |Other Dessert|Sauternes, Bordeaux, France|24.99|Collectible|4.3|11|2016|92.0|3|3
Chateau Berliquet |Bordeaux Red Blends|St. Emilion, Bordeaux, France|44.99|Red Wine|4.0|40|2016|92.2|5|3
Banfi Chianti Classico Riserva |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|24.99|Red Wine|4.0|31|2018|91.0|3|4
Felsina Berardenga Chianti Classico |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|30.99|Red Wine|0.0|0|2020|91.0|4|4
Chateau La Fleur (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|28.99|Red Wine|0.0|0|2020|92.5|4|3
Dunn Howell Mountain Cabernet Sauvignon |Cabernet Sauvignon|Howell Mountain, Napa Valley, California, United States|195.99|Red Wine|4.8|6|2018|96.0|3|4
Chateau Lynch-Bages Echo de (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|44.99|Red Wine|0.0|0|2020|94.0|3|3
Felsina Chianti Classico Riserva Rancia (. Liter Magnum) |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|119.99|Red Wine|0.0|0|2018|94.25|4|4
Lemelson Thea's Selection Pinot Noir |Pinot Noir|Willamette Valley, Oregon, United States|34.99|Red Wine|4.0|222|2019|92.2|5|3
Chateau Smith Haut Lafitte |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|324.99|Red Wine|4.4|7|2009|96.8|5|3
Clos Saint-Jean Chateauneuf Du Pape Vieilles Vignes (. Liter Magnum) |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|139.99|Red Wine|0.0|0|2019|95.0|3|3
Caiarossa |Tuscan Blends|Tuscany, Italy|67.99|Red Wine|4.3|11|2010|92.25|4|2
Chateau Pavie Decesse (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|124.99|Red Wine|0.0|0|2020|96.75|4|3
